group,assigned_split,source_split,variant,classes,source_image,included,output_image
picture_hole_015,train,train,r270,0,train/images/picture_hole_015_r270.png,True,split_v3/train/images/picture_hole_015_r270.png
picture_hole_015,train,train,r90,0,train/images/picture_hole_015_r90.png,True,split_v3/train/images/picture_hole_015_r90.png
picture_hole_015__v2,train,train,base,0,train/images/picture_hole_015__v2.png,True,split_v3/train/images/picture_hole_015__v2.png
picture_hole_015__v2,train,train,g0.6,0,train/images/picture_hole_015__v2_g0.6.png,False,
picture_hole_015__v2,train,train,g1.6,0,train/images/picture_hole_015__v2_g1.6.png,False,
picture_hole_015__v2,train,train,r180,0,train/images/picture_hole_015__v2_r180.png,True,split_v3/train/images/picture_hole_015__v2_r180.png
picture_hole_015__v2,train,train,r270,0,train/images/picture_hole_015__v2_r270.png,True,split_v3/train/images/picture_hole_015__v2_r270.png
picture_hole_015__v2,train,train,r90,0,train/images/picture_hole_015__v2_r90.png,True,split_v3/train/images/picture_hole_015__v2_r90.png
picture_hole_016,train,train,base,0,train/images/picture_hole_016.png,True,split_v3/train/images/picture_hole_016.png
picture_hole_016,train,train,g0.6,0,train/images/picture_hole_016_g0.6.png,False,
picture_hole_016,train,train,g1.6,0,train/images/picture_hole_016_g1.6.png,False,
picture_hole_016,train,train,r180,0,train/images/picture_hole_016_r180.png,True,split_v3/train/images/picture_hole_016_r180.png
picture_hole_016,train,train,r270,0,train/images/picture_hole_016_r270.png,True,split_v3/train/images/picture_hole_016_r270.png
picture_hole_016,train,train,r90,0,train/images/picture_hole_016_r90.png,True,split_v3/train/images/picture_hole_016_r90.png
picture_hole_016__v2,train,train,base,0,train/images/picture_hole_016__v2.png,True,split_v3/train/images/picture_hole_016__v2.png
picture_hole_016__v2,train,train,g0.6,0,train/images/picture_hole_016__v2_g0.6.png,False,
picture_hole_016__v2,train,train,g1.6,0,train/images/picture_hole_016__v2_g1.6.png,False,
picture_hole_016__v2,train,train,r180,0,train/images/picture_hole_016__v2_r180.png,True,split_v3/train/images/picture_hole_016__v2_r180.png
picture_hole_016__v2,train,train,r270,0,train/images/picture_hole_016__v2_r270.png,True,split_v3/train/images/picture_hole_016__v2_r270.png
picture_hole_016__v2,train,train,r90,0,train/images/picture_hole_016__v2_r90.png,True,split_v3/train/images/picture_hole_016__v2_r90.png
picture_hole_017,train,train,base,0,train/images/picture_hole_017.png,True,split_v3/train/images/picture_hole_017.png
picture_hole_017,train,train,g0.6,0,train/images/picture_hole_017_g0.6.png,False,
picture_hole_017,train,train,g1.6,0,train/images/picture_hole_017_g1.6.png,False,
picture_hole_017,train,train,r180,0,train/images/picture_hole_017_r180.png,True,split_v3/train/images/picture_hole_017_r180.png
picture_hole_017,train,train,r270,0,train/images/picture_hole_017_r270.png,True,split_v3/train/images/picture_hole_017_r270.png
picture_hole_017,train,train,r90,0,train/images/picture_hole_017_r90.png,True,split_v3/train/images/picture_hole_017_r90.png
picture_hole_017__v2,train,train,base,0,train/images/picture_hole_017__v2.png,True,split_v3/train/images/picture_hole_017__v2.png
picture_hole_017__v2,train,train,g0.6,0,train/images/picture_hole_017__v2_g0.6.png,False,
picture_hole_017__v2,train,train,g1.6,0,train/images/picture_hole_017__v2_g1.6.png,False,
picture_hole_017__v2,train,train,r180,0,train/images/picture_hole_017__v2_r180.png,True,split_v3/train/images/picture_hole_017__v2_r180.png
picture_hole_017__v2,train,train,r270,0,train/images/picture_hole_017__v2_r270.png,True,split_v3/train/images/picture_hole_017__v2_r270.png
picture_hole_017__v2,train,train,r90,0,train/images/picture_hole_017__v2_r90.png,True,split_v3/train/images/picture_hole_017__v2_r90.png
picture_hole_018,train,train,base,0,train/images/picture_hole_018.png,True,split_v3/train/images/picture_hole_018.png
picture_hole_018,train,train,g0.6,0,train/images/picture_hole_018_g0.6.png,False,
picture_hole_018,train,train,g1.6,0,train/images/picture_hole_018_g1.6.png,False,
picture_hole_018,train,train,r180,0,train/images/picture_hole_018_r180.png,True,split_v3/train/images/picture_hole_018_r180.png
picture_hole_018,train,train,r270,0,train/images/picture_hole_018_r270.png,True,split_v3/train/images/picture_hole_018_r270.png
picture_hole_018,train,train,r90,0,train/images/picture_hole_018_r90.png,True,split_v3/train/images/picture_hole_018_r90.png
picture_hole_018__v2,train,train,base,0,train/images/picture_hole_018__v2.png,True,split_v3/train/images/picture_hole_018__v2.png
picture_hole_018__v2,train,train,g0.6,0,train/images/picture_hole_018__v2_g0.6.png,False,
picture_hole_018__v2,train,train,g1.6,0,train/images/picture_hole_018__v2_g1.6.png,False,
picture_hole_018__v2,train,train,r180,0,train/images/picture_hole_018__v2_r180.png,True,split_v3/train/images/picture_hole_018__v2_r180.png
picture_hole_018__v2,train,train,r270,0,train/images/picture_hole_018__v2_r270.png,True,split_v3/train/images/picture_hole_018__v2_r270.png
picture_hole_018__v2,train,train,r90,0,train/images/picture_hole_018__v2_r90.png,True,split_v3/train/images/picture_hole_018__v2_r90.png
picture_hole_019,train,train,base,0,train/images/picture_hole_019.png,True,split_v3/train/images/picture_hole_019.png
picture_hole_019,train,train,g0.6,0,train/images/picture_hole_019_g0.6.png,False,
picture_hole_019,train,train,g1.6,0,train/images/picture_hole_019_g1.6.png,False,
picture_hole_019,train,train,r180,0,train/images/picture_hole_019_r180.png,True,split_v3/train/images/picture_hole_019_r180.png
picture_hole_019,train,train,r270,0,train/images/picture_hole_019_r270.png,True,split_v3/train/images/picture_hole_019_r270.png
picture_hole_019,train,train,r90,0,train/images/picture_hole_019_r90.png,True,split_v3/train/images/picture_hole_019_r90.png
picture_hole_019__v2,train,train,base,0,train/images/picture_hole_019__v2.png,True,split_v3/train/images/picture_hole_019__v2.png
picture_hole_019__v2,train,train,g0.6,0,train/images/picture_hole_019__v2_g0.6.png,False,
picture_hole_019__v2,train,train,g1.6,0,train/images/picture_hole_019__v2_g1.6.png,False,
picture_hole_019__v2,train,train,r180,0,train/images/picture_hole_019__v2_r180.png,True,split_v3/train/images/picture_hole_019__v2_r180.png
picture_hole_019__v2,train,train,r270,0,train/images/picture_hole_019__v2_r270.png,True,split_v3/train/images/picture_hole_019__v2_r270.png
picture_hole_019__v2,train,train,r90,0,train/images/picture_hole_019__v2_r90.png,True,split_v3/train/images/picture_hole_019__v2_r90.png
picture_hole_020,train,train,base,0,train/images/picture_hole_020.png,True,split_v3/train/images/picture_hole_020.png
picture_hole_020,train,train,g0.6,0,train/images/picture_hole_020_g0.6.png,False,
picture_hole_020,train,train,g1.6,0,train/images/picture_hole_020_g1.6.png,False,
picture_hole_020,train,train,r180,0,train/images/picture_hole_020_r180.png,True,split_v3/train/images/picture_hole_020_r180.png
picture_hole_020,train,train,r270,0,train/images/picture_hole_020_r270.png,True,split_v3/train/images/picture_hole_020_r270.png
picture_hole_020,train,train,r90,0,train/images/picture_hole_020_r90.png,True,split_v3/train/images/picture_hole_020_r90.png
picture_hole_020__v2,train,train,base,0,train/images/picture_hole_020__v2.png,True,split_v3/train/images/picture_hole_020__v2.png
picture_hole_020__v2,train,train,g0.6,0,train/images/picture_hole_020__v2_g0.6.png,False,
picture_hole_020__v2,train,train,g1.6,0,train/images/picture_hole_020__v2_g1.6.png,False,
picture_hole_020__v2,train,train,r180,0,train/images/picture_hole_020__v2_r180.png,True,split_v3/train/images/picture_hole_020__v2_r180.png
picture_hole_020__v2,train,train,r270,0,train/images/picture_hole_020__v2_r270.png,True,split_v3/train/images/picture_hole_020__v2_r270.png
picture_hole_020__v2,train,train,r90,0,train/images/picture_hole_020__v2_r90.png,True,split_v3/train/images/picture_hole_020__v2_r90.png
picture_hole_021,train,train,base,0,train/images/picture_hole_021.png,True,split_v3/train/images/picture_hole_021.png
picture_hole_021,train,train,g0.6,0,train/images/picture_hole_021_g0.6.png,False,
picture_hole_021,train,train,g1.6,0,train/images/picture_hole_021_g1.6.png,False,
picture_hole_021,train,train,r180,0,train/images/picture_hole_021_r180.png,True,split_v3/train/images/picture_hole_021_r180.png
picture_hole_021,train,train,r270,0,train/images/picture_hole_021_r270.png,True,split_v3/train/images/picture_hole_021_r270.png
picture_hole_021,train,train,r90,0,train/images/picture_hole_021_r90.png,True,split_v3/train/images/picture_hole_021_r90.png
picture_hole_021__v2,train,train,base,0,train/images/picture_hole_021__v2.png,True,split_v3/train/images/picture_hole_021__v2.png
picture_hole_021__v2,train,train,g0.6,0,train/images/picture_hole_021__v2_g0.6.png,False,
picture_hole_021__v2,train,train,g1.6,0,train/images/picture_hole_021__v2_g1.6.png,False,
picture_hole_021__v2,train,train,r180,0,train/images/picture_hole_021__v2_r180.png,True,split_v3/train/images/picture_hole_021__v2_r180.png
picture_hole_021__v2,train,train,r270,0,train/images/picture_hole_021__v2_r270.png,True,split_v3/train/images/picture_hole_021__v2_r270.png
picture_hole_021__v2,train,train,r90,0,train/images/picture_hole_021__v2_r90.png,True,split_v3/train/images/picture_hole_021__v2_r90.png
picture_hole_022,train,train,base,0,train/images/picture_hole_022.png,True,split_v3/train/images/picture_hole_022.png
picture_hole_022,train,train,g0.6,0,train/images/picture_hole_022_g0.6.png,False,
picture_hole_022,train,train,g1.6,0,train/images/picture_hole_022_g1.6.png,False,
picture_hole_022,train,train,r180,0,train/images/picture_hole_022_r180.png,True,split_v3/train/images/picture_hole_022_r180.png
picture_hole_022,train,train,r270,0,train/images/picture_hole_022_r270.png,True,split_v3/train/images/picture_hole_022_r270.png
picture_hole_022,train,train,r90,0,train/images/picture_hole_022_r90.png,True,split_v3/train/images/picture_hole_022_r90.png
picture_hole_022__v2,test,train,base,0,train/images/picture_hole_022__v2.png,True,split_v3/test/images/picture_hole_022__v2.png
picture_hole_022__v2,test,train,g0.6,0,train/images/picture_hole_022__v2_g0.6.png,False,
picture_hole_022__v2,test,train,g1.6,0,train/images/picture_hole_022__v2_g1.6.png,False,
picture_hole_022__v2,test,train,r180,0,train/images/picture_hole_022__v2_r180.png,False,
picture_hole_022__v2,test,train,r270,0,train/images/picture_hole_022__v2_r270.png,False,
picture_hole_022__v2,test,train,r90,0,train/images/picture_hole_022__v2_r90.png,False,
picture_hole_023,train,train,base,0,train/images/picture_hole_023.png,True,split_v3/train/images/picture_hole_023.png
picture_hole_023,train,train,g0.6,0,train/images/picture_hole_023_g0.6.png,False,
picture_hole_023,train,train,g1.6,0,train/images/picture_hole_023_g1.6.png,False,
picture_hole_023,train,train,r180,0,train/images/picture_hole_023_r180.png,True,split_v3/train/images/picture_hole_023_r180.png
picture_hole_023,train,train,r270,0,train/images/picture_hole_023_r270.png,True,split_v3/train/images/picture_hole_023_r270.png
picture_hole_023,train,train,r90,0,train/images/picture_hole_023_r90.png,True,split_v3/train/images/picture_hole_023_r90.png
picture_hole_023__v2,train,train,base,0,train/images/picture_hole_023__v2.png,True,split_v3/train/images/picture_hole_023__v2.png
picture_hole_023__v2,train,train,g0.6,0,train/images/picture_hole_023__v2_g0.6.png,False,
picture_hole_023__v2,train,train,g1.6,0,train/images/picture_hole_023__v2_g1.6.png,False,
picture_hole_023__v2,train,train,r180,0,train/images/picture_hole_023__v2_r180.png,True,split_v3/train/images/picture_hole_023__v2_r180.png
picture_hole_023__v2,train,train,r270,0,train/images/picture_hole_023__v2_r270.png,True,split_v3/train/images/picture_hole_023__v2_r270.png
picture_hole_023__v2,train,train,r90,0,train/images/picture_hole_023__v2_r90.png,True,split_v3/train/images/picture_hole_023__v2_r90.png
picture_hole_024,train,train,base,0,train/images/picture_hole_024.png,True,split_v3/train/images/picture_hole_024.png
picture_hole_024,train,train,g0.6,0,train/images/picture_hole_024_g0.6.png,False,
picture_hole_024,train,train,g1.6,0,train/images/picture_hole_024_g1.6.png,False,
picture_hole_024,train,train,r180,0,train/images/picture_hole_024_r180.png,True,split_v3/train/images/picture_hole_024_r180.png
picture_hole_024,train,train,r270,0,train/images/picture_hole_024_r270.png,True,split_v3/train/images/picture_hole_024_r270.png
picture_hole_024,train,train,r90,0,train/images/picture_hole_024_r90.png,True,split_v3/train/images/picture_hole_024_r90.png
picture_hole_024__v2,train,train,base,0,train/images/picture_hole_024__v2.png,True,split_v3/train/images/picture_hole_024__v2.png
picture_hole_024__v2,train,train,g0.6,0,train/images/picture_hole_024__v2_g0.6.png,False,
picture_hole_024__v2,train,train,g1.6,0,train/images/picture_hole_024__v2_g1.6.png,False,
picture_hole_024__v2,train,train,r180,0,train/images/picture_hole_024__v2_r180.png,True,split_v3/train/images/picture_hole_024__v2_r180.png
picture_hole_024__v2,train,train,r270,0,train/images/picture_hole_024__v2_r270.png,True,split_v3/train/images/picture_hole_024__v2_r270.png
picture_hole_024__v2,train,train,r90,0,train/images/picture_hole_024__v2_r90.png,True,split_v3/train/images/picture_hole_024__v2_r90.png
picture_hole_025,train,test,base,0,test/images/picture_hole_025.png,True,split_v3/train/images/picture_hole_025.png
picture_hole_025,train,train,base,0,train/images/picture_hole_025.png,True,split_v3/train/images/picture_hole_025__src_train.png
picture_hole_025,train,train,g0.6,0,train/images/picture_hole_025_g0.6.png,False,
picture_hole_025,train,train,g1.6,0,train/images/picture_hole_025_g1.6.png,False,
picture_hole_025,train,train,r180,0,train/images/picture_hole_025_r180.png,True,split_v3/train/images/picture_hole_025_r180.png
picture_hole_025,train,train,r270,0,train/images/picture_hole_025_r270.png,True,split_v3/train/images/picture_hole_025_r270.png
picture_hole_025,train,train,r90,0,train/images/picture_hole_025_r90.png,True,split_v3/train/images/picture_hole_025_r90.png
picture_hole_026,train,train,base,0,train/images/picture_hole_026.png,True,split_v3/train/images/picture_hole_026.png
picture_hole_026,train,train,g0.6,0,train/images/picture_hole_026_g0.6.png,False,
picture_hole_026,train,train,g1.6,0,train/images/picture_hole_026_g1.6.png,False,
picture_hole_026,train,train,r180,0,train/images/picture_hole_026_r180.png,True,split_v3/train/images/picture_hole_026_r180.png
picture_hole_026,train,train,r270,0,train/images/picture_hole_026_r270.png,True,split_v3/train/images/picture_hole_026_r270.png
picture_hole_026,train,train,r90,0,train/images/picture_hole_026_r90.png,True,split_v3/train/images/picture_hole_026_r90.png
picture_hole_026__v2,train,train,base,0,train/images/picture_hole_026__v2.png,True,split_v3/train/images/picture_hole_026__v2.png
picture_hole_026__v2,train,train,g0.6,0,train/images/picture_hole_026__v2_g0.6.png,False,
